,MinutesPlayed,Status
0,608.1,0.0
1,111.9,1.0
2,269.6,1.0
3,415.9,0.0
4,37.3,0.0
5,542.2,0.0
6,177.8,1.0
7,496.3,0.0
8,220.9,0.0
