,MinutesPlayed,Status
0,639.7,0.0
1,80.3,1.0
2,329.9,1.0
3,877.8,0.0
4,229.5,1.0
5,697.1,0.0
6,2.9,1.0
7,20.1,0.0
8,2.9,1.0
