,MinutesPlayed,Status
0,556.5,1.0
1,450.4,0.0
2,189.3,1.0
3,212.3,0.0
4,28.7,1.0
5,487.6,1.0
6,197.9,0.0
7,37.3,1.0
8,146.3,0.0
9,476.2,1.0
10,97.5,0.0
