Team,Season,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
ATL,2021,Bogdan Bogdanovic,Clint Capela,John Collins,Kris Dunn,Bruno Fernando,Danilo Gallinari,Brandon Goodwin,Solomon Hill,Kevin Huerter,De'Andre Hunter,Nathan Knight,Skylar Mays,Onyeka Okongwu,Cam Reddish,Rajon Rondo,Tony Snell,Lou Williams,Trae Young
BOS,2021,Jaylen Brown,Carsen Edwards,Tacko Fall,Evan Fournier,Javonte Green,Luke Kornet,Romeo Langford,Aaron Nesmith,Semi Ojeleye,Jabari Parker,Payton Pritchard,Marcus Smart,Jayson Tatum,Jeff Teague,Daniel Theis,Tristan Thompson,Moritz Wagner,Kemba Walker,Tremont Waters,Grant Williams,Robert Williams
BRK,2021,LaMarcus Aldridge,Jarrett Allen,Bruce Brown,Chris Chiozza,Nic Claxton,Tyler Cook,Spencer Dinwiddie,Kevin Durant,Jeff Green,Blake Griffin,James Harden,Joe Harris,Kyrie Irving,Mike James,Alize Johnson,Tyler Johnson,DeAndre Jordan,Rodions Kurucs,Caris LeVert,Timothe Luwawu-Cabarrot,Norvel Pelle,Reggie Perry,Taurean Prince,Andre Roberson,Landry Shamet,Iman Shumpert,Noah Vonleh
CHO,2021,LaMelo Ball,Bismack Biyombo,Miles Bridges,Vernon Carey Jr,Nate Darling,Devonte' Graham,Gordon Hayward,Caleb Martin,Cody Martin,Jalen McDaniels,Malik Monk,Nick Richards,Grant Riller,Terry Rozier,Brad Wanamaker,P.J. Washington,Cody Zeller
CLE,2021,Jarrett Allen,Marques Bolden,Quinn Cook,Matthew Dellavedova,Damyean Dotson,Andre Drummond,Dante Exum,Yogi Ferrell,Darius Garland,Isaiah Hartenstein,Mfiondu Kabengele,Kevin Love,Thon Maker,Jeremiah Martin,JaVale McGee,Larry Nance Jr,Isaac Okoro,Cedi Osman,Taurean Prince,Collin Sexton,Lamar Stevens,Brodric Thomas,Anderson Varejao,Dean Wade,Dylan Windler
CHI,2021,Al-Farouq Aminu,Ryan Arcidiacono,Troy Brown Jr,Wendell Carter Jr,Devon Dotson,Cristiano Felicio,Daniel Gafford,Javonte Green,Chandler Hutchison,Luke Kornet,Zach LaVine,Lauri Markkanen,Adam Mokoka,Otto Porter Jr,Tomas Satoransky,Garrett Temple,Daniel Theis,Denzel Valentine,Nikola Vucevic,Coby White,Patrick Williams,Thaddeus Young
DAL,2021,Tyler Bey,Jalen Brunson,Trey Burke,Willie Cauley-Stein,Luka Doncic,Dorian Finney-Smith,Josh Green,Tim Hardaway Jr,Nate Hinton,Wes Iwundu,James Johnson,Maxi Kleber,Boban Marjanovic,Nicolo Melli,Kristaps Porzingis,Dwight Powell,J.J. Redick,Josh Richardson,Tyrell Terry
DEN,2021,Will Barton,Bol Bol,Facundo Campazzo,Vlatko Cancar,Gary Clark,PJ Dozier,Aaron Gordon,JaMychal Green,R.J. Hampton,Gary Harris,Shaquille Harrison,Isaiah Hartenstein,Markus Howard,Nikola Jokic,JaVale McGee,Paul Millsap,Monte Morris,Jamal Murray,Zeke Nnaji,Michael Porter Jr,Austin Rivers,Greg Whittington
DET,2021,Saddiq Bey,Tyler Cook,Hamidou Diallo,Sekou Doumbouya,Wayne Ellington,Jerami Grant,Blake Griffin,Killian Hayes,Frank Jackson,Josh Jackson,Cory Joseph,Saben Lee,Rodney McGruder,Svi Mykhailiuk,Jahlil Okafor,Mason Plumlee,Derrick Rose,Deividas Sirvydis,Dennis Smith Jr,Isaiah Stewart,Delon Wright
GSW,2021,Kent Bazemore,Jordan Bell,Marquese Chriss,Stephen Curry,Draymond Green,Damion Lee,Kevon Looney,Nico Mannion,Mychal Mulder,Kelly Oubre Jr,Eric Paschall,Gary Payton II,Jordan Poole,Alen Smailagic,Juan Toscano-Anderson,Brad Wanamaker,Andrew Wiggins,James Wiseman
HOU,2021,D.J. Augustin,Avery Bradley,Armoni Brooks,Sterling Brown,Bruno Caboclo,DeMarcus Cousins,Eric Gordon,James Harden,Danuel House Jr,DaQuan Jeffries,Mason Jones,Rodions Kurucs,Anthony Lamb,Kenyon Martin Jr,Ben McLemore,David Nwaba,Victor Oladipo,Cameron Oliver,Kelly Olynyk,Justin Patton,Kevin Porter Jr,Cameron Reynolds,Ray Spalding,Jae'Sean Tate,Brodric Thomas,Khyri Thomas,P.J. Tucker,John Wall,D.J. Wilson,Christian Wood
IND,2021,Goga Bitadze,Brian Bowen,Amida Brimah,Oshae Brissett,Malcolm Brogdon,Aaron Holiday,Justin Holiday,Jeremy Lamb,Jalen Lecque,Caris LeVert,Kelan Martin,T.J. McConnell,Doug McDermott,Victor Oladipo,Domantas Sabonis,JaKarr Sampson,Cassius Stanley,Edmond Sumner,Myles Turner,T.J. Warren
LAC,2021,Nicolas Batum,Patrick Beverley,Amir Coffey,DeMarcus Cousins,Yogi Ferrell,Malik Fitts,Paul George,Serge Ibaka,Reggie Jackson,Mfiondu Kabengele,Luke Kennard,Kawhi Leonard,Terance Mann,Marcus Morris,Daniel Oturu,Patrick Patterson,Rajon Rondo,Jay Scrubb,Lou Williams,Ivica Zubac
LAL,2021,Kostas Antetokounmpo,Devontae Cacok,Kentavious Caldwell-Pope,Alex Caruso,Quinn Cook,Anthony Davis,Andre Drummond,Jared Dudley,Marc Gasol,Montrezl Harrell,Talen Horton-Tucker,LeBron James,Damian Jones,Kyle Kuzma,Wesley Matthews,Alfonzo McKinnie,Ben McLemore,Markieff Morris,Dennis Schroder
MEM,2021,Grayson Allen,Kyle Anderson,Desmond Bane,Dillon Brooks,Brandon Clarke,Gorgui Dieng,Tim Frazier,Jaren Jackson Jr,Tyus Jones,John Konchar,Sean McDermott,De'Anthony Melton,Ja Morant,Jontay Porter,Killian Tillie,Xavier Tillman Sr,Jonas Valanciunas,Justise Winslow
MIA,2021,Precious Achiuwa,Bam Adebayo,Trevor Ariza,Nemanja Bjelica,Avery Bradley,Jimmy Butler,Dewayne Dedmon,Goran Dragic,Maurice Harkless,Udonis Haslem,Tyler Herro,Andre Iguodala,Meyers Leonard,Kendrick Nunn,KZ Okpala,Victor Oladipo,Kelly Olynyk,Duncan Robinson,Chris Silva,Max Strus,Gabe Vincent
