Team,Season,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
MIL,2021,Jaylen Adams,Giannis Antetokounmpo,Thanasis Antetokounmpo,D.J. Augustin,Elijah Bryant,Pat Connaughton,Torrey Craig,Mamadi Diakite,Donte DiVincenzo,Bryn Forbes,Jrue Holiday,Justin Jackson,Rodions Kurucs,Brook Lopez,Sam Merrill,Khris Middleton,Jordan Nwora,Bobby Portis,Jeff Teague,Axel Toupane,P.J. Tucker,D.J. Wilson
MIN,2021,Malik Beasley,Jarrett Culver,Ed Davis,Anthony Edwards,Ashton Hagans,Juancho Hernangomez,Jake Layman,Jaden McDaniels,Jordan McLaughlin,Jaylen Nowell,Josh Okogie,Naz Reid,Ricky Rubio,D'Angelo Russell,Karl-Anthony Towns,Jarred Vanderbilt
NOP,2021,Steven Adams,Nickeil Alexander-Walker,Lonzo Ball,Eric Bledsoe,Wenyen Gabriel,Josh Hart,Jaxson Hayes,Willy Hernangomez,Brandon Ingram,Wes Iwundu,James Johnson,Kira Lewis Jr,Didi Louzada,Will Magnay,Naji Marshall,Nicolo Melli,James Nunnally,J.J. Redick,Isaiah Thomas,Sindarius Thornwell,Zion Williamson
NYK,2021,RJ Barrett,Ignas Brazdeikis,Reggie Bullock,Alec Burks,Taj Gibson,Jared Harper,Kevin Knox,Nerlens Noel,Frank Ntilikina,Elfrid Payton,Norvel Pelle,Theo Pinson,Immanuel Quickley,Julius Randle,Austin Rivers,Mitchell Robinson,Derrick Rose,Dennis Smith Jr,Obi Toppin
OKC,2021,Darius Bazley,Tony Bradley,Charlie Brown Jr,Moses Brown,Gabriel Deck,Hamidou Diallo,Luguentz Dort,Shai Gilgeous-Alexander,Josh Hall,George Hill,Jaylen Hoard,Al Horford,Justin Jackson,Ty Jerome,Theo Maledon,Darius Miller,Mike Muscala,Svi Mykhailiuk,Aleksej Pokusevski,Justin Robinson,Isaiah Roby,Kenrich Williams
ORL,2021,Al-Farouq Aminu,Cole Anthony,Dwayne Bacon,Mo Bamba,Khem Birch,Jordan Bone,Ignas Brazdeikis,Devin Cannady,Wendell Carter Jr,Michael Carter-Williams,Gary Clark,James Ennis III,Evan Fournier,Robert Franks,Markelle Fultz,Aaron Gordon,Donta Hall,R.J. Hampton,Gary Harris,Karim Mane,Frank Mason III,Chuma Okeke,Otto Porter Jr,Chasson Randle,Terrence Ross,Sindarius Thornwell,Nikola Vucevic,Moritz Wagner
PHI,2021,Tony Bradley,Ignas Brazdeikis,Gary Clark,Seth Curry,Joel Embiid,Terrance Ferguson,Danny Green,Tobias Harris,George Hill,Dwight Howard,Isaiah Joe,Mason Jones,Furkan Korkmaz,Dakota Mathias,Tyrese Maxey,Shake Milton,Vincent Poirier,Paul Reed,Mike Scott,Ben Simmons,Matisse Thybulle,Anthony Tolliver,Rayjon Tucker
PHO,2021,Ty-Shon Alexander,Deandre Ayton,Devin Booker,Mikal Bridges,Jevon Carter,Torrey Craig,Jae Crowder,Langston Galloway,Cameron Johnson,Damian Jones,Frank Kaminsky,E'Twaun Moore,Abdel Nader,Chris Paul,Cameron Payne,Dario Saric,Jalen Smith
POR,2021,Carmelo Anthony,Keljin Blevins,Robert Covington,CJ Elleby,Enes Freedom,Harry Giles,Rondae Hollis-Jefferson,Rodney Hood,Derrick Jones Jr,T.J. Leaf,Damian Lillard,Nassir Little,CJ McCollum,Jusuf Nurkic,Norman Powell,Anfernee Simons,Gary Trent Jr
SAC,2021,Marvin Bagley III,Harrison Barnes,Nemanja Bjelica,Terence Davis,De'Aaron Fox,Kyle Guy,Tyrese Haliburton,Maurice Harkless,Buddy Hield,Richaun Holmes,Justin James,DaQuan Jeffries,Damian Jones,Cory Joseph,Louis King,Chimezie Metu,Jabari Parker,Norvel Pelle,Jahmi'us Ramsey,Glenn Robinson III,Chris Silva,Hassan Whiteside,Robert Woodard II,Delon Wright
SAS,2021,LaMarcus Aldridge,Keita Bates-Diop,DeMar DeRozan,Gorgui Dieng,Drew Eubanks,Rudy Gay,Keldon Johnson,Tre Jones,Trey Lyles,Patty Mills,Dejounte Murray,Jakob Poeltl,Cameron Reynolds,Luka Samanic,Devin Vassell,Lonnie Walker IV,Quinndary Weatherspoon,Derrick White
TOR,2021,OG Anunoby,Aron Baynes,DeAndre' Bembry,Khem Birch,Chris Boucher,Terence Davis,Henry Ellenson,Malachi Flynn,Freddie Gillespie,Jalen Harris,Rodney Hood,Stanley Johnson,Alex Len,Kyle Lowry,Patrick McCaw,Norman Powell,Pascal Siakam,Matt Thomas,Gary Trent Jr,Fred VanVleet,Yuta Watanabe,Paul Watson
UTA,2021,Udoka Azubuike,Bojan Bogdanovic,Jarrell Brantley,Jordan Clarkson,Mike Conley,Derrick Favors,Trent Forrest,Rudy Gobert,Shaquille Harrison,Elijah Hughes,Ersan Ilyasova,Joe Ingles,Donovan Mitchell,Juwan Morgan,Georges Niang,Royce O'Neale,Miye Oni,Matt Thomas
WAS,2021,Deni Avdija,Bradley Beal,Jordan Bell,Davis Bertans,Isaac Bonga,Troy Brown Jr,Thomas Bryant,Daniel Gafford,Anthony Gill,Rui Hachimura,Chandler Hutchison,Alex Len,Robin Lopez,Garrison Mathews,Raul Neto,Anzejs Pasecniks,Jerome Robinson,Ish Smith,Moritz Wagner,Russell Westbrook,Cassius Winston
