,MinutesPlayed,Status
0,375.8,0.0
1,344.2,0.0
2,263.9,0.0
3,132.0,1.0
4,717.1,0.0
5,324.1,1.0
6,246.7,0.0
7,123.3,1.0
8,321.3,0.0
9,31.6,1.0
