,MinutesPlayed,Status
0,427.4,0.0
1,289.7,1.0
2,215.1,1.0
3,235.2,0.0
4,97.5,1.0
5,88.9,0.0
6,91.8,1.0
7,407.3,0.0
8,312.7,1.0
9,714.3,1.0
