,MinutesPlayed,Status
0,350.0,0.0
1,367.2,1.0
2,252.4,1.0
3,183.6,0.0
4,281.1,1.0
5,527.8,0.0
6,189.3,1.0
7,189.3,1.0
8,88.9,0.0
9,103.3,1.0
10,272.5,0.0
11,74.6,1.0
