,MinutesPlayed,Status
0,341.4,1.0
1,278.2,0.0
2,103.3,1.0
3,243.8,1.0
4,223.7,0.0
5,252.4,1.0
6,344.2,1.0
7,335.6,0.0
8,40.2,1.0
9,484.8,1.0
10,232.4,0.0
