,MinutesPlayed,Status
0,324.1,0.0
1,395.9,1.0
2,309.8,1.0
3,200.8,0.0
4,212.3,1.0
5,229.5,0.0
6,490.5,1.0
7,235.2,1.0
8,481.9,0.0
