,MinutesPlayed,Status
0,335.6,0.0
1,384.4,1.0
2,387.3,1.0
3,246.7,0.0
4,54.5,1.0
5,424.5,0.0
6,306.9,1.0
7,22.9,0.0
8,404.5,1.0
9,312.7,0.0
