,MinutesPlayed,Status
0,209.4,0.0
1,157.8,1.0
2,200.8,0.0
3,154.9,1.0
4,266.8,1.0
5,441.8,0.0
6,8.6,1.0
7,430.3,0.0
8,286.9,1.0
9,241.0,1.0
10,481.9,0.0
