,MinutesPlayed,Status
0,550.8,0.0
1,169.2,1.0
2,220.9,1.0
3,1015.5,0.0
4,71.7,1.0
5,132.0,0.0
6,238.1,1.0
7,246.7,0.0
8,235.2,1.0
