boxscore_url,fetched
/boxscores/202110190MIL.html,1
/boxscores/202110190LAL.html,1
/boxscores/202110200CHO.html,1
/boxscores/202110200DET.html,1
/boxscores/202110200NYK.html,1
/boxscores/202110200TOR.html,1
/boxscores/202110200MEM.html,1
/boxscores/202110200MIN.html,1
/boxscores/202110200NOP.html,1
/boxscores/202110200SAS.html,1
/boxscores/202110200UTA.html,1
/boxscores/202110200POR.html,1
/boxscores/202110200PHO.html,1
/boxscores/202110210ATL.html,1
/boxscores/202110210MIA.html,1
/boxscores/202110210GSW.html,1
/boxscores/202110220ORL.html,1
/boxscores/202110220WAS.html,1
/boxscores/202110220CLE.html,1
/boxscores/202110220BOS.html,1
/boxscores/202110220PHI.html,1
/boxscores/202110220HOU.html,1
/boxscores/202110220CHI.html,1
/boxscores/202110220DEN.html,1
/boxscores/202110220LAL.html,1
/boxscores/202110220SAC.html,1
/boxscores/202110230CLE.html,1
/boxscores/202110230IND.html,1
/boxscores/202110230TOR.html,1
/boxscores/202110230CHI.html,1
/boxscores/202110230MIN.html,1
/boxscores/202110230SAS.html,1
/boxscores/202110230POR.html,1
/boxscores/202110230LAC.html,1
/boxscores/202110240BRK.html,1
/boxscores/202110240HOU.html,1
/boxscores/202110240NYK.html,1
/boxscores/202110240OKC.html,1
/boxscores/202110240SAC.html,1
/boxscores/202110240LAL.html,1
/boxscores/202110250CHO.html,1
/boxscores/202110250IND.html,1
/boxscores/202110250TOR.html,1
/boxscores/202110250MIA.html,1
/boxscores/202110250BRK.html,1
/boxscores/202110250ATL.html,1
/boxscores/202110250MIN.html,1
/boxscores/202110250DEN.html,1
/boxscores/202110250LAC.html,1
/boxscores/202110260NYK.html,1
/boxscores/202110260OKC.html,1
/boxscores/202110260SAS.html,1
/boxscores/202110260DAL.html,1
/boxscores/202110260UTA.html,1
/boxscores/202110270ORL.html,1
/boxscores/202110270BOS.html,1
/boxscores/202110270BRK.html,1
/boxscores/202110270TOR.html,1
/boxscores/202110270NOP.html,1
/boxscores/202110270MIL.html,1
/boxscores/202110270OKC.html,1
/boxscores/202110270PHO.html,1
/boxscores/202110270POR.html,1
/boxscores/202110270LAC.html,1
/boxscores/202110280WAS.html,1
/boxscores/202110280PHI.html,1
/boxscores/202110280HOU.html,1
/boxscores/202110280CHI.html,1
/boxscores/202110280DAL.html,1
/boxscores/202110280GSW.html,1
/boxscores/202110290TOR.html,1
/boxscores/202110290MIA.html,1
/boxscores/202110290BRK.html,1
/boxscores/202110290NOP.html,1
/boxscores/202110290DEN.html,1
/boxscores/202110290POR.html,1
/boxscores/202110290LAL.html,1
/boxscores/202110300WAS.html,1
/boxscores/202110300DET.html,1
/boxscores/202110300NOP.html,1
/boxscores/202110300IND.html,1
/boxscores/202110300PHI.html,1
/boxscores/202110300CHI.html,1
/boxscores/202110300MEM.html,1
/boxscores/202110300MIL.html,1
/boxscores/202110300GSW.html,1
/boxscores/202110300MIN.html,1
/boxscores/202110300PHO.html,1
/boxscores/202110310DAL.html,1
/boxscores/202110310CHO.html,1
/boxscores/202110310MIL.html,1
/boxscores/202110310BRK.html,1
/boxscores/202110310LAL.html,1
/boxscores/202111010CHO.html,1
/boxscores/202111010IND.html,1
/boxscores/202111010PHI.html,1
/boxscores/202111010ATL.html,1
/boxscores/202111010BOS.html,1
/boxscores/202111010NYK.html,1
/boxscores/202111010MEM.html,1
/boxscores/202111010MIN.html,1
/boxscores/202111010LAC.html,1
/boxscores/202111020DET.html,1
/boxscores/202111020DAL.html,1
/boxscores/202111020UTA.html,1
/boxscores/202111020PHO.html,1
/boxscores/202111020LAL.html,1
/boxscores/202111030CLE.html,1
/boxscores/202111030IND.html,1
/boxscores/202111030ORL.html,1
/boxscores/202111030PHI.html,1
/boxscores/202111030WAS.html,1
/boxscores/202111030BRK.html,1
/boxscores/202111030MEM.html,1
/boxscores/202111030MIN.html,1
/boxscores/202111030SAS.html,1
/boxscores/202111030GSW.html,1
/boxscores/202111030SAC.html,1
/boxscores/202111040DET.html,1
/boxscores/202111040ATL.html,1
/boxscores/202111040MIA.html,1
/boxscores/202111040PHO.html,1
/boxscores/202111040LAL.html,1
/boxscores/202111050DET.html,1
/boxscores/202111050ORL.html,1
/boxscores/202111050WAS.html,1
/boxscores/202111050MIL.html,1
/boxscores/202111050TOR.html,1
/boxscores/202111050MIN.html,1
/boxscores/202111050GSW.html,1
/boxscores/202111050POR.html,1
/boxscores/202111050SAC.html,1
/boxscores/202111060DEN.html,1
/boxscores/202111060MIA.html,1
/boxscores/202111060CHI.html,1
/boxscores/202111060DAL.html,1
/boxscores/202111060PHO.html,1
/boxscores/202111060POR.html,1
/boxscores/202111070TOR.html,1
/boxscores/202111070NYK.html,1
/boxscores/202111070ORL.html,1
/boxscores/202111070SAC.html,1
/boxscores/202111070WAS.html,1
/boxscores/202111070OKC.html,1
/boxscores/202111070GSW.html,1
/boxscores/202111070LAC.html,1
/boxscores/202111080PHI.html,1
/boxscores/202111080CHI.html,1
/boxscores/202111080MEM.html,1
/boxscores/202111080DAL.html,1
/boxscores/202111080DEN.html,1
/boxscores/202111080GSW.html,1
/boxscores/202111080SAC.html,1
/boxscores/202111080LAL.html,1
/boxscores/202111090PHI.html,1
/boxscores/202111090UTA.html,1
/boxscores/202111090LAC.html,1
/boxscores/202111100CLE.html,1
/boxscores/202111100ORL.html,1
/boxscores/202111100BOS.html,1
/boxscores/202111100HOU.html,1
/boxscores/202111100NYK.html,1
/boxscores/202111100CHI.html,1
/boxscores/202111100MEM.html,1
/boxscores/202111100NOP.html,1
/boxscores/202111100SAS.html,1
/boxscores/202111100DEN.html,1
/boxscores/202111100PHO.html,1
/boxscores/202111100GSW.html,1
/boxscores/202111100LAL.html,1
/boxscores/202111110PHI.html,1
/boxscores/202111110UTA.html,1
/boxscores/202111110LAC.html,1
/boxscores/202111120CHO.html,1
/boxscores/202111120BOS.html,1
/boxscores/202111120CLE.html,1
/boxscores/202111120HOU.html,1
/boxscores/202111120MEM.html,1
/boxscores/202111120NOP.html,1
/boxscores/202111120OKC.html,1
/boxscores/202111120SAS.html,1
/boxscores/202111120DEN.html,1
/boxscores/202111120GSW.html,1
/boxscores/202111120LAL.html,1
/boxscores/202111130UTA.html,1
/boxscores/202111130IND.html,1
/boxscores/202111130NOP.html,1
/boxscores/202111130ORL.html,1
/boxscores/202111130TOR.html,1
/boxscores/202111130CLE.html,1
/boxscores/202111130LAC.html,1
/boxscores/202111140LAL.html,1
/boxscores/202111140ATL.html,1
/boxscores/202111140CHO.html,1
/boxscores/202111140HOU.html,1
/boxscores/202111140OKC.html,1
/boxscores/202111140DEN.html,1
/boxscores/202111140LAC.html,1
/boxscores/202111150CLE.html,1
/boxscores/202111150DET.html,1
/boxscores/202111150WAS.html,1
/boxscores/202111150ATL.html,1
/boxscores/202111150NYK.html,1
/boxscores/202111150DAL.html,1
/boxscores/202111150MEM.html,1
/boxscores/202111150MIN.html,1
/boxscores/202111150OKC.html,1
/boxscores/202111150POR.html,1
/boxscores/202111150LAL.html,1
/boxscores/202111160BRK.html,1
/boxscores/202111160UTA.html,1
/boxscores/202111160LAC.html,1
/boxscores/202111170CHO.html,1
/boxscores/202111170DET.html,1
/boxscores/202111170ATL.html,1
/boxscores/202111170BRK.html,1
/boxscores/202111170MIA.html,1
/boxscores/202111170MIL.html,1
/boxscores/202111170NYK.html,1
/boxscores/202111170MIN.html,1
/boxscores/202111170OKC.html,1
/boxscores/202111170PHO.html,1
/boxscores/202111170POR.html,1
/boxscores/202111180CLE.html,1
/boxscores/202111180MIA.html,1
/boxscores/202111180MEM.html,1
/boxscores/202111180MIN.html,1
/boxscores/202111180DEN.html,1
/boxscores/202111180UTA.html,1
/boxscores/202111190CHO.html,1
/boxscores/202111190DET.html,1
/boxscores/202111190BOS.html,1
/boxscores/202111190BRK.html,1
/boxscores/202111190MIL.html,1
/boxscores/202111190NOP.html,1
/boxscores/202111190DEN.html,1
/boxscores/202111190PHO.html,1
/boxscores/202111190SAC.html,1
/boxscores/202111200NYK.html,1
/boxscores/202111200IND.html,1
/boxscores/202111200WAS.html,1
/boxscores/202111200ATL.html,1
/boxscores/202111200BOS.html,1
/boxscores/202111200MIL.html,1
/boxscores/202111200MIN.html,1
/boxscores/202111200POR.html,1
/boxscores/202111200SAC.html,1
/boxscores/202111210LAC.html,1
/boxscores/202111210DET.html,1
/boxscores/202111210CHI.html,1
/boxscores/202111210PHO.html,1
/boxscores/202111210GSW.html,1
/boxscores/202111220CLE.html,1
/boxscores/202111220WAS.html,1
/boxscores/202111220ATL.html,1
/boxscores/202111220BOS.html,1
/boxscores/202111220CHI.html,1
/boxscores/202111220MIL.html,1
/boxscores/202111220NOP.html,1
/boxscores/202111220SAS.html,1
/boxscores/202111220UTA.html,1
/boxscores/202111220SAC.html,1
/boxscores/202111230DET.html,1
/boxscores/202111230NYK.html,1
/boxscores/202111230POR.html,1
/boxscores/202111230LAC.html,1
/boxscores/202111240CLE.html,1
/boxscores/202111240IND.html,1
/boxscores/202111240ORL.html,1
/boxscores/202111240BOS.html,1
/boxscores/202111240HOU.html,1
/boxscores/202111240MEM.html,1
/boxscores/202111240MIL.html,1
/boxscores/202111240MIN.html,1
/boxscores/202111240NOP.html,1
/boxscores/202111240OKC.html,1
/boxscores/202111240SAS.html,1
/boxscores/202111240GSW.html,1
/boxscores/202111240SAC.html,1
/boxscores/202111260LAC.html,1
/boxscores/202111260CHO.html,1
/boxscores/202111260NYK.html,1
/boxscores/202111260ORL.html,1
/boxscores/202111260IND.html,1
/boxscores/202111260MEM.html,1
/boxscores/202111260OKC.html,1
/boxscores/202111260SAS.html,1
/boxscores/202111260DEN.html,1
/boxscores/202111260UTA.html,1
/boxscores/202111260GSW.html,1
/boxscores/202111260LAL.html,1
/boxscores/202111270PHI.html,1
/boxscores/202111270ATL.html,1
/boxscores/202111270BRK.html,1
/boxscores/202111270CHI.html,1
/boxscores/202111270CLE.html,1
/boxscores/202111270HOU.html,1
/boxscores/202111270DAL.html,1
/boxscores/202111270UTA.html,1
/boxscores/202111280LAC.html,1
/boxscores/202111280IND.html,1
/boxscores/202111280MEM.html,1
/boxscores/202111280TOR.html,1
/boxscores/202111280LAL.html,1
/boxscores/202111290PHI.html,1
/boxscores/202111290MIA.html,1
/boxscores/202111290CHI.html,1
/boxscores/202111290HOU.html,1
/boxscores/202111290MIN.html,1
/boxscores/202111290DAL.html,1
/boxscores/202111290SAS.html,1
/boxscores/202111290UTA.html,1
/boxscores/202111290LAC.html,1
/boxscores/202111300BRK.html,1
/boxscores/202111300TOR.html,1
/boxscores/202111300PHO.html,1
/boxscores/202111300POR.html,1
/boxscores/202111300SAC.html,1
/boxscores/202112010IND.html,1
/boxscores/202112010ORL.html,1
/boxscores/202112010WAS.html,1
/boxscores/202112010BOS.html,1
/boxscores/202112010MIA.html,1
/boxscores/202112010MIL.html,1
/boxscores/202112010NOP.html,1
/boxscores/202112010OKC.html,1
/boxscores/202112010LAC.html,1
/boxscores/202112020NYK.html,1
/boxscores/202112020TOR.html,1
/boxscores/202112020MEM.html,1
/boxscores/202112020PHO.html,1
/boxscores/202112020POR.html,1
/boxscores/202112030IND.html,1
/boxscores/202112030WAS.html,1
/boxscores/202112030ATL.html,1
/boxscores/202112030BRK.html,1
/boxscores/202112030HOU.html,1
/boxscores/202112030DAL.html,1
/boxscores/202112030UTA.html,1
/boxscores/202112030GSW.html,1
/boxscores/202112030LAL.html,1
/boxscores/202112040NYK.html,1
/boxscores/202112040BRK.html,1
/boxscores/202112040MIL.html,1
/boxscores/202112040DAL.html,1
/boxscores/202112040GSW.html,1
/boxscores/202112040POR.html,1
/boxscores/202112040SAC.html,1
/boxscores/202112050CLE.html,1
/boxscores/202112050ATL.html,1
/boxscores/202112050TOR.html,1
/boxscores/202112050HOU.html,1
/boxscores/202112060CHO.html,1
/boxscores/202112060DET.html,1
/boxscores/202112060IND.html,1
/boxscores/202112060MIA.html,1
/boxscores/202112060CHI.html,1
/boxscores/202112060MIL.html,1
/boxscores/202112060MIN.html,1
/boxscores/202112060PHO.html,1
/boxscores/202112060GSW.html,1
/boxscores/202112060POR.html,1
/boxscores/202112070DAL.html,1
/boxscores/202112070SAS.html,1
/boxscores/202112070LAL.html,1
/boxscores/202112080CHO.html,1
/boxscores/202112080CLE.html,1
/boxscores/202112080DET.html,1
/boxscores/202112080IND.html,1
/boxscores/202112080MIA.html,1
/boxscores/202112080TOR.html,1
/boxscores/202112080HOU.html,1
/boxscores/202112080MEM.html,1
/boxscores/202112080MIN.html,1
/boxscores/202112080NOP.html,1
/boxscores/202112080GSW.html,1
/boxscores/202112080SAC.html,1
/boxscores/202112080LAC.html,1
/boxscores/202112090PHI.html,1
/boxscores/202112090MEM.html,1
/boxscores/202112090SAS.html,1
/boxscores/202112100CHO.html,1
/boxscores/202112100IND.html,1
/boxscores/202112100ATL.html,1
/boxscores/202112100TOR.html,1
/boxscores/202112100HOU.html,1
/boxscores/202112100MIN.html,1
/boxscores/202112100NOP.html,1
/boxscores/202112100OKC.html,1
/boxscores/202112100PHO.html,1
/boxscores/202112110LAC.html,1
/boxscores/202112110WAS.html,1
/boxscores/202112110CLE.html,1
/boxscores/202112110MEM.html,1
/boxscores/202112110MIA.html,1
/boxscores/202112110PHI.html,1
/boxscores/202112110SAS.html,1
/boxscores/202112120NYK.html,1
/boxscores/202112120DET.html,1
/boxscores/202112120OKC.html,1
/boxscores/202112120SAS.html,1
/boxscores/202112120POR.html,1
/boxscores/202112120LAL.html,1
/boxscores/202112130CLE.html,1
/boxscores/202112130IND.html,1
/boxscores/202112130TOR.html,1
/boxscores/202112130ATL.html,1
/boxscores/202112130BOS.html,1
/boxscores/202112130MEM.html,1
/boxscores/202112130DAL.html,1
/boxscores/202112130DEN.html,1
/boxscores/202112130LAC.html,1
/boxscores/202112140BRK.html,1
/boxscores/202112140NYK.html,1
/boxscores/202112140POR.html,1
/boxscores/202112150CLE.html,1
/boxscores/202112150ORL.html,1
/boxscores/202112150PHI.html,1
/boxscores/202112150DAL.html,1
/boxscores/202112150MIL.html,1
/boxscores/202112150OKC.html,1
/boxscores/202112150SAS.html,1
/boxscores/202112150DEN.html,1
/boxscores/202112150POR.html,1
/boxscores/202112150SAC.html,1
/boxscores/202112150UTA.html,1
/boxscores/202112160IND.html,1
/boxscores/202112160BRK.html,1
/boxscores/202112160HOU.html,1
/boxscores/202112160PHO.html,1
/boxscores/202112170ORL.html,1
/boxscores/202112170ATL.html,1
/boxscores/202112170BOS.html,1
/boxscores/202112170NOP.html,1
/boxscores/202112170UTA.html,1
/boxscores/202112170MIN.html,1
/boxscores/202112170POR.html,1
/boxscores/202112170SAC.html,1
/boxscores/202112180DET.html,1
/boxscores/202112180BOS.html,1
/boxscores/202112180BRK.html,1
/boxscores/202112180TOR.html,1
/boxscores/202112180OKC.html,1
/boxscores/202112180MIL.html,1
/boxscores/202112180UTA.html,1
/boxscores/202112190DET.html,1
/boxscores/202112190MEM.html,1
/boxscores/202112190SAC.html,1
/boxscores/202112190CHI.html,1
/boxscores/202112190MIN.html,1
/boxscores/202112190PHO.html,1
/boxscores/202112200BOS.html,1
/boxscores/202112200CHI.html,1
/boxscores/202112200MEM.html,1
/boxscores/202112200UTA.html,1
/boxscores/202112200GSW.html,1
/boxscores/202112200LAC.html,1
/boxscores/202112210MIA.html,1
/boxscores/202112210NYK.html,1
/boxscores/202112210NOP.html,1
/boxscores/202112210DAL.html,1
/boxscores/202112210LAL.html,1
/boxscores/202112220ATL.html,1
/boxscores/202112220BOS.html,1
/boxscores/202112220MIL.html,1
/boxscores/202112220OKC.html,1
/boxscores/202112220SAC.html,1
/boxscores/202112230IND.html,1
/boxscores/202112230ORL.html,1
/boxscores/202112230PHI.html,1
/boxscores/202112230MIA.html,1
/boxscores/202112230NYK.html,1
/boxscores/202112230DAL.html,1
/boxscores/202112230DEN.html,1
/boxscores/202112230PHO.html,1
/boxscores/202112230UTA.html,1
/boxscores/202112230GSW.html,1
/boxscores/202112230LAL.html,1
/boxscores/202112250NYK.html,1
/boxscores/202112250MIL.html,1
/boxscores/202112250PHO.html,1
/boxscores/202112250LAL.html,1
/boxscores/202112250UTA.html,1
/boxscores/202112260MIA.html,1
/boxscores/202112260CLE.html,1
/boxscores/202112260SAC.html,1
/boxscores/202112260WAS.html,1
/boxscores/202112260OKC.html,1
/boxscores/202112260SAS.html,1
/boxscores/202112260CHI.html,1
/boxscores/202112260LAC.html,1
/boxscores/202112270CHO.html,1
/boxscores/202112270ATL.html,1
/boxscores/202112270MIN.html,1
/boxscores/202112270SAS.html,1
/boxscores/202112270PHO.html,1
/boxscores/202112270POR.html,1
/boxscores/202112270LAC.html,1
/boxscores/202112280ORL.html,1
/boxscores/202112280MIA.html,1
/boxscores/202112280TOR.html,1
/boxscores/202112280HOU.html,1
/boxscores/202112280MIN.html,1
/boxscores/202112280NOP.html,1
/boxscores/202112280GSW.html,1
/boxscores/202112280SAC.html,1
/boxscores/202112290DET.html,1
/boxscores/202112290IND.html,1
/boxscores/202112290BOS.html,1
/boxscores/202112290CHI.html,1
/boxscores/202112290MEM.html,1
/boxscores/202112290PHO.html,1
/boxscores/202112290POR.html,1
/boxscores/202112290SAC.html,1
/boxscores/202112300BRK.html,1
/boxscores/202112300ORL.html,1
/boxscores/202112300WAS.html,1
/boxscores/202112310BOS.html,1
/boxscores/202112310IND.html,1
/boxscores/202112310SAC.html,1
/boxscores/202112310HOU.html,1
/boxscores/202112310CLE.html,1
/boxscores/202112310TOR.html,1
/boxscores/202112310MEM.html,1
/boxscores/202112310OKC.html,1
/boxscores/202112310UTA.html,1
/boxscores/202112310LAL.html,1
/boxscores/202201010MIL.html,1
/boxscores/202201010DET.html,1
/boxscores/202201010WAS.html,1
/boxscores/202201010BRK.html,1
/boxscores/202201010HOU.html,1
/boxscores/202201010UTA.html,1
/boxscores/202201020TOR.html,1
/boxscores/202201020BOS.html,1
/boxscores/202201020CLE.html,1
/boxscores/202201020SAC.html,1
/boxscores/202201020CHO.html,1
/boxscores/202201020OKC.html,1
/boxscores/202201020LAL.html,1
/boxscores/202201030PHI.html,1
/boxscores/202201030WAS.html,1
/boxscores/202201030BRK.html,1
/boxscores/202201030CHI.html,1
/boxscores/202201030MIL.html,1
/boxscores/202201030NOP.html,1
/boxscores/202201030DAL.html,1
/boxscores/202201030GSW.html,1
/boxscores/202201030POR.html,1
/boxscores/202201030LAC.html,1
/boxscores/202201040CLE.html,1
/boxscores/202201040TOR.html,1
/boxscores/202201040NYK.html,1
/boxscores/202201040NOP.html,1
/boxscores/202201040LAL.html,1
/boxscores/202201050CHO.html,1
/boxscores/202201050ORL.html,1
/boxscores/202201050WAS.html,1
/boxscores/202201050BOS.html,1
/boxscores/202201050DAL.html,1
/boxscores/202201050IND.html,1
/boxscores/202201050MIL.html,1
/boxscores/202201050MIN.html,1
/boxscores/202201050DEN.html,1
/boxscores/202201050POR.html,1
/boxscores/202201050SAC.html,1
/boxscores/202201060NYK.html,1
/boxscores/202201060MEM.html,1
/boxscores/202201060NOP.html,1
/boxscores/202201060PHO.html,1
/boxscores/202201070PHI.html,1
/boxscores/202201070BRK.html,1
/boxscores/202201070TOR.html,1
/boxscores/202201070CHI.html,1
/boxscores/202201070HOU.html,1
/boxscores/202201070OKC.html,1
/boxscores/202201070DEN.html,1
/boxscores/202201070LAL.html,1
