boxscore_url,fetched
/boxscores/202201070POR.html,1
/boxscores/202201080LAC.html,1
/boxscores/202201080CHO.html,1
/boxscores/202201080DET.html,1
/boxscores/202201080IND.html,1
/boxscores/202201080BOS.html,1
/boxscores/202201080PHO.html,1
/boxscores/202201090BRK.html,1
/boxscores/202201090LAC.html,1
/boxscores/202201090ORL.html,1
/boxscores/202201090TOR.html,1
/boxscores/202201090HOU.html,1
/boxscores/202201090OKC.html,1
/boxscores/202201090DAL.html,1
/boxscores/202201090GSW.html,1
/boxscores/202201090POR.html,1
/boxscores/202201090LAL.html,1
/boxscores/202201100CHO.html,1
/boxscores/202201100DET.html,1
/boxscores/202201100BOS.html,1
/boxscores/202201100NYK.html,1
/boxscores/202201100HOU.html,1
/boxscores/202201100POR.html,1
/boxscores/202201100SAC.html,1
/boxscores/202201110WAS.html,1
/boxscores/202201110TOR.html,1
/boxscores/202201110CHI.html,1
/boxscores/202201110MEM.html,1
/boxscores/202201110NOP.html,1
/boxscores/202201110LAC.html,1
/boxscores/202201120IND.html,1
/boxscores/202201120PHI.html,1
/boxscores/202201120WAS.html,1
/boxscores/202201120ATL.html,1
/boxscores/202201120NYK.html,1
/boxscores/202201120SAS.html,1
/boxscores/202201120UTA.html,1
/boxscores/202201120CHI.html,1
/boxscores/202201120SAC.html,1
/boxscores/202201130MIL.html,1
/boxscores/202201130MEM.html,1
/boxscores/202201130NOP.html,1
/boxscores/202201130BRK.html,1
/boxscores/202201130DEN.html,1
/boxscores/202201140CHO.html,1
/boxscores/202201140DET.html,1
/boxscores/202201140IND.html,1
/boxscores/202201140PHI.html,1
/boxscores/202201140CHI.html,1
/boxscores/202201140MIA.html,1
/boxscores/202201140SAS.html,1
/boxscores/202201140MEM.html,1
/boxscores/202201140SAC.html,1
/boxscores/202201150MIL.html,1
/boxscores/202201150WAS.html,1
/boxscores/202201150ATL.html,1
/boxscores/202201150BRK.html,0
/boxscores/202201150MIA.html,0
/boxscores/202201150OKC.html,0
/boxscores/202201150BOS.html,0
/boxscores/202201150SAS.html,0
/boxscores/202201150DEN.html,0
/boxscores/202201150DAL.html,0
/boxscores/202201160DET.html,0
/boxscores/202201160SAC.html,0
/boxscores/202201160DEN.html,0
/boxscores/202201160MIN.html,0
/boxscores/202201170BOS.html,0
/boxscores/202201170NYK.html,0
/boxscores/202201170WAS.html,0
/boxscores/202201170CLE.html,0
/boxscores/202201170LAC.html,0
/boxscores/202201170MEM.html,0
/boxscores/202201170ATL.html,0
/boxscores/202201170ORL.html,0
/boxscores/202201170MIA.html,0
/boxscores/202201170DAL.html,0
/boxscores/202201170SAS.html,0
/boxscores/202201170LAL.html,0
/boxscores/202201180NYK.html,0
/boxscores/202201180GSW.html,0
/boxscores/202201190PHI.html,0
/boxscores/202201190WAS.html,0
/boxscores/202201190ATL.html,0
/boxscores/202201190BOS.html,0
/boxscores/202201190MIA.html,0
/boxscores/202201190CHI.html,0
/boxscores/202201190MIL.html,0
/boxscores/202201190DAL.html,0
/boxscores/202201190SAS.html,0
/boxscores/202201190UTA.html,0
/boxscores/202201190DEN.html,0
/boxscores/202201190SAC.html,0
/boxscores/202201190LAL.html,0
/boxscores/202201200DAL.html,0
/boxscores/202201200NYK.html,0
/boxscores/202201200GSW.html,0
/boxscores/202201210CHO.html,0
/boxscores/202201210ORL.html,0
/boxscores/202201210PHI.html,0
/boxscores/202201210ATL.html,0
/boxscores/202201210BOS.html,0
/boxscores/202201210MIL.html,0
/boxscores/202201210WAS.html,0
/boxscores/202201210SAS.html,0
/boxscores/202201210DEN.html,0
/boxscores/202201210UTA.html,0
/boxscores/202201210GSW.html,0
/boxscores/202201220MIL.html,0
/boxscores/202201220CLE.html,0
/boxscores/202201220PHO.html,0
/boxscores/202201230NYK.html,0
/boxscores/202201230WAS.html,0
/boxscores/202201230MIA.html,0
/boxscores/202201230ORL.html,0
/boxscores/202201230TOR.html,0
/boxscores/202201230CHO.html,0
/boxscores/202201230SAS.html,0
/boxscores/202201230DAL.html,0
/boxscores/202201230DEN.html,0
/boxscores/202201230MIN.html,0
/boxscores/202201230GSW.html,0
/boxscores/202201240CLE.html,0
/boxscores/202201240NOP.html,0
/boxscores/202201240OKC.html,0
/boxscores/202201240PHO.html,0
/boxscores/202201250DET.html,0
/boxscores/202201250PHI.html,0
/boxscores/202201250TOR.html,0
/boxscores/202201250WAS.html,0
/boxscores/202201250BOS.html,0
/boxscores/202201250BRK.html,0
/boxscores/202201250HOU.html,0
/boxscores/202201250GSW.html,0
/boxscores/202201250POR.html,0
/boxscores/202201260CLE.html,0
/boxscores/202201260IND.html,0
/boxscores/202201260ORL.html,0
/boxscores/202201260ATL.html,0
/boxscores/202201260MIA.html,0
/boxscores/202201260BRK.html,0
/boxscores/202201260CHI.html,0
/boxscores/202201260SAS.html,0
/boxscores/202201260POR.html,0
/boxscores/202201260UTA.html,0
/boxscores/202201270PHI.html,0
/boxscores/202201270GSW.html,0
/boxscores/202201280ORL.html,0
/boxscores/202201280ATL.html,0
/boxscores/202201280CHO.html,0
/boxscores/202201280HOU.html,0
/boxscores/202201280MEM.html,0
/boxscores/202201280MIA.html,0
/boxscores/202201280NOP.html,0
/boxscores/202201280OKC.html,0
/boxscores/202201280SAS.html,0
/boxscores/202201280PHO.html,0
/boxscores/202201280MIL.html,0
/boxscores/202201290DAL.html,0
/boxscores/202201290NOP.html,0
/boxscores/202201290PHI.html,0
/boxscores/202201290MEM.html,0
/boxscores/202201290MIA.html,0
/boxscores/202201290GSW.html,0
/boxscores/202201300ATL.html,0
/boxscores/202201300CHO.html,0
/boxscores/202201300CHI.html,0
/boxscores/202201300DET.html,0
/boxscores/202201300MIL.html,0
/boxscores/202201300ORL.html,0
/boxscores/202201300MIN.html,0
/boxscores/202201300PHO.html,0
/boxscores/202201310CLE.html,0
/boxscores/202201310IND.html,0
/boxscores/202201310PHI.html,0
/boxscores/202201310ATL.html,0
/boxscores/202201310BOS.html,0
/boxscores/202201310NYK.html,0
/boxscores/202201310HOU.html,0
/boxscores/202201310OKC.html,0
/boxscores/202202010DET.html,0
/boxscores/202202010MIL.html,0
/boxscores/202202010TOR.html,0
/boxscores/202202010CHI.html,0
/boxscores/202202010MIN.html,0
/boxscores/202202010SAS.html,0
/boxscores/202202010PHO.html,0
/boxscores/202202020IND.html,0
/boxscores/202202020PHI.html,0
/boxscores/202202020BOS.html,0
/boxscores/202202020NYK.html,0
/boxscores/202202020HOU.html,0
/boxscores/202202020DAL.html,0
/boxscores/202202020SAC.html,0
/boxscores/202202020UTA.html,0
/boxscores/202202020LAL.html,0
/boxscores/202202030DET.html,0
/boxscores/202202030SAS.html,0
/boxscores/202202030ATL.html,0
/boxscores/202202030TOR.html,0
/boxscores/202202030GSW.html,0
/boxscores/202202030LAC.html,0
/boxscores/202202040CHO.html,0
/boxscores/202202040DET.html,0
/boxscores/202202040IND.html,0
/boxscores/202202040TOR.html,0
/boxscores/202202040SAS.html,0
/boxscores/202202040DEN.html,0
/boxscores/202202040UTA.html,0
/boxscores/202202040DAL.html,0
/boxscores/202202040POR.html,0
/boxscores/202202050ORL.html,0
/boxscores/202202050CHO.html,0
/boxscores/202202050WAS.html,0
/boxscores/202202050LAL.html,0
/boxscores/202202050POR.html,0
/boxscores/202202050SAC.html,0
/boxscores/202202060CHI.html,0
/boxscores/202202060DEN.html,0
/boxscores/202202060MIN.html,0
/boxscores/202202060CLE.html,0
/boxscores/202202060DAL.html,0
/boxscores/202202060ORL.html,0
/boxscores/202202060HOU.html,0
/boxscores/202202060LAC.html,0
/boxscores/202202070CHO.html,0
/boxscores/202202070WAS.html,0
/boxscores/202202070CHI.html,0
/boxscores/202202070OKC.html,0
/boxscores/202202070UTA.html,0
/boxscores/202202080PHI.html,0
/boxscores/202202080ATL.html,0
/boxscores/202202080BRK.html,0
/boxscores/202202080MEM.html,0
/boxscores/202202080NOP.html,0
/boxscores/202202080DAL.html,0
/boxscores/202202080DEN.html,0
/boxscores/202202080LAL.html,0
/boxscores/202202080POR.html,0
/boxscores/202202080SAC.html,0
/boxscores/202202090CLE.html,0
/boxscores/202202090CHO.html,0
/boxscores/202202090OKC.html,0
/boxscores/202202090POR.html,0
/boxscores/202202090SAC.html,0
/boxscores/202202090UTA.html,0
/boxscores/202202100DET.html,0
/boxscores/202202100NOP.html,0
/boxscores/202202100WAS.html,0
