,MinutesPlayed,Status
0,436.0,0.0
1,284.0,1.0
2,608.1,0.0
3,111.9,1.0
4,361.4,0.0
5,269.6,1.0
6,220.9,0.0
7,172.1,1.0
8,415.9,0.0
