,MinutesPlayed,Status
0,349.6,0.0
1,300.9,1.0
2,335.3,1.0
3,656.2,0.0
4,306.6,1.0
5,157.6,1.0
6,117.5,0.0
7,106.0,1.0
8,538.7,0.0
9,11.5,1.0
